synthesis_version,row_id,allowed_use,blocked_use,claim_boundary,not_exact_pxu_probability_grid,not_detection_probability,not_yield,not_selection_metric_claim,not_winner,not_qch_weighted,not_true_W_eff,not_production_recommendation,decision_use_allowed,comsol_v4_assumption_set_id,comsol_v4_assumption_set_version,comsol_v4_assumption_set_sha256,source_event_row_id,source_route_id_nodi,candidate_envelope_route_id_nodi,width_sweep_route_id_nodi,route_id_role,W_top_nm,candidate_envelope_W_top_nm,width_sweep_delta_vs_candidate_nm,width_context,annulus_window_id,diameter_nm,n_events_requested,n_events_observed,width_sweep_execution_status,weighting_mode,comsol_weight_profile_diameter_nm,window_probability_mass_surrogate,selected_annulus_fraction,weighted_selected_annulus_fraction_surrogate,mean_peak_height,mean_local_snr,weighted_peak_height_contribution,weighted_local_snr_contribution,weight_claim_level
sidewall_distribution_weighted_width_sweep_v1,WEIGHTED-BOUNDARY-404_W500_D1200-to-404_W627_D1200-A0p4_0p7-P40-N12-TH85-uniform_edge_mass,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,BOUNDARY-404_W500_D1200-to-404_W627_D1200-A0p4_0p7-P40-N12-TH85,404/W500/D1200,404/W607/D1200,404/W627/D1200,width_sweep_weighted_context_not_selection,627,607,20,below_boundary_anchor_width,0p4_0p7,40,12,12,executed_width_sweep_nodi,uniform_edge_mass,220,0.29999999999999993,0.3333333333333333,0.09999999999999998,0.19913935975878028,196.09015297813642,0.05974180792763407,58.82704589344091,uniform_surrogate
sidewall_distribution_weighted_width_sweep_v1,WEIGHTED-BOUNDARY-404_W500_D1200-to-404_W627_D1200-A0p4_0p7-P40-N12-TH85-comsol_outlet_flux_fraction,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,BOUNDARY-404_W500_D1200-to-404_W627_D1200-A0p4_0p7-P40-N12-TH85,404/W500/D1200,404/W607/D1200,404/W627/D1200,width_sweep_weighted_context_not_selection,627,607,20,below_boundary_anchor_width,0p4_0p7,40,12,12,executed_width_sweep_nodi,comsol_outlet_flux_fraction,220,0.3038099961013544,0.3333333333333333,0.10126999870045146,0.19913935975878028,196.09015297813642,0.060500528111941246,59.57414861180161,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_distribution_weighted_width_sweep_v1,WEIGHTED-BOUNDARY-404_W500_D1200-to-404_W627_D1200-A0p4_0p7-P40-N12-TH85-comsol_residence_fraction,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,BOUNDARY-404_W500_D1200-to-404_W627_D1200-A0p4_0p7-P40-N12-TH85,404/W500/D1200,404/W607/D1200,404/W627/D1200,width_sweep_weighted_context_not_selection,627,607,20,below_boundary_anchor_width,0p4_0p7,40,12,12,executed_width_sweep_nodi,comsol_residence_fraction,220,0.35183815564763465,0.3333333333333333,0.11727938521587822,0.19913935975878028,196.09015297813642,0.07006482505438005,68.99199776449005,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_distribution_weighted_width_sweep_v1,WEIGHTED-BOUNDARY-404_W500_D1200-to-404_W627_D1200-A0p4_0p7-P60-N12-TH85-uniform_edge_mass,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,BOUNDARY-404_W500_D1200-to-404_W627_D1200-A0p4_0p7-P60-N12-TH85,404/W500/D1200,404/W607/D1200,404/W627/D1200,width_sweep_weighted_context_not_selection,627,607,20,below_boundary_anchor_width,0p4_0p7,60,12,12,executed_width_sweep_nodi,uniform_edge_mass,220,0.29999999999999993,0.4166666666666667,0.12499999999999997,1.4695434001335181,2435.386868626573,0.44086302004005534,730.6160605879717,uniform_surrogate
sidewall_distribution_weighted_width_sweep_v1,WEIGHTED-BOUNDARY-404_W500_D1200-to-404_W627_D1200-A0p4_0p7-P60-N12-TH85-comsol_outlet_flux_fraction,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,BOUNDARY-404_W500_D1200-to-404_W627_D1200-A0p4_0p7-P60-N12-TH85,404/W500/D1200,404/W607/D1200,404/W627/D1200,width_sweep_weighted_context_not_selection,627,607,20,below_boundary_anchor_width,0p4_0p7,60,12,12,executed_width_sweep_nodi,comsol_outlet_flux_fraction,220,0.3038099961013544,0.4166666666666667,0.12658749837556435,1.4695434001335181,2435.386868626573,0.4464619746653352,739.8948750627287,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_distribution_weighted_width_sweep_v1,WEIGHTED-BOUNDARY-404_W500_D1200-to-404_W627_D1200-A0p4_0p7-P60-N12-TH85-comsol_residence_fraction,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,BOUNDARY-404_W500_D1200-to-404_W627_D1200-A0p4_0p7-P60-N12-TH85,404/W500/D1200,404/W607/D1200,404/W627/D1200,width_sweep_weighted_context_not_selection,627,607,20,below_boundary_anchor_width,0p4_0p7,60,12,12,executed_width_sweep_nodi,comsol_residence_fraction,220,0.35183815564763465,0.4166666666666667,0.14659923151984777,1.4695434001335181,2435.386868626573,0.517041439547131,856.8620241460417,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_distribution_weighted_width_sweep_v1,WEIGHTED-BOUNDARY-404_W500_D1200-to-404_W627_D1200-A0p4_0p7-P100-N12-TH85-uniform_edge_mass,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,BOUNDARY-404_W500_D1200-to-404_W627_D1200-A0p4_0p7-P100-N12-TH85,404/W500/D1200,404/W607/D1200,404/W627/D1200,width_sweep_weighted_context_not_selection,627,607,20,below_boundary_anchor_width,0p4_0p7,100,12,12,executed_width_sweep_nodi,uniform_edge_mass,220,0.29999999999999993,0.16666666666666666,0.04999999999999999,15.445089596801587,28217.536185267414,4.633526879040475,8465.260855580222,uniform_surrogate
sidewall_distribution_weighted_width_sweep_v1,WEIGHTED-BOUNDARY-404_W500_D1200-to-404_W627_D1200-A0p4_0p7-P100-N12-TH85-comsol_outlet_flux_fraction,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,BOUNDARY-404_W500_D1200-to-404_W627_D1200-A0p4_0p7-P100-N12-TH85,404/W500/D1200,404/W607/D1200,404/W627/D1200,width_sweep_weighted_context_not_selection,627,607,20,below_boundary_anchor_width,0p4_0p7,100,12,12,executed_width_sweep_nodi,comsol_outlet_flux_fraction,220,0.3038099961013544,0.16666666666666666,0.05063499935022573,15.445089596801587,28217.536185267414,4.692372610189359,8572.769558435919,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_distribution_weighted_width_sweep_v1,WEIGHTED-BOUNDARY-404_W500_D1200-to-404_W627_D1200-A0p4_0p7-P100-N12-TH85-comsol_residence_fraction,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,BOUNDARY-404_W500_D1200-to-404_W627_D1200-A0p4_0p7-P100-N12-TH85,404/W500/D1200,404/W607/D1200,404/W627/D1200,width_sweep_weighted_context_not_selection,627,607,20,below_boundary_anchor_width,0p4_0p7,100,12,12,executed_width_sweep_nodi,comsol_residence_fraction,220,0.35183815564763465,0.16666666666666666,0.05863969260793911,15.445089596801587,28217.536185267414,5.43417183755114,9928.00588834488,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_distribution_weighted_width_sweep_v1,WEIGHTED-BOUNDARY-404_W500_D1200-to-404_W627_D1200-A0p4_0p7-P150-N12-TH85-uniform_edge_mass,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,BOUNDARY-404_W500_D1200-to-404_W627_D1200-A0p4_0p7-P150-N12-TH85,404/W500/D1200,404/W607/D1200,404/W627/D1200,width_sweep_weighted_context_not_selection,627,607,20,below_boundary_anchor_width,0p4_0p7,150,12,12,executed_width_sweep_nodi,uniform_edge_mass,220,0.29999999999999993,0.4166666666666667,0.12499999999999997,78.09898306320325,140921.1542444551,23.42969491896097,42276.34627333652,uniform_surrogate
