sweep_version,row_id,allowed_use,blocked_use,not_detection_probability,not_yield,not_selection_metric_claim,not_winner,not_qch_weighted,not_true_W_eff,not_production_recommendation,claim_boundary,comsol_v4_assumption_set_id,comsol_v4_assumption_set_version,comsol_v4_assumption_set_sha256,source_artifacts_json,shard_case_id,source_route_id_nodi,source_route_id_role,route_id_nodi,route_id_nodi_role,lambda_nm,source_W_nominal_nm,W_nominal_nm,W_top_nm,W_top_semantics,candidate_envelope_top_width_delta_nm,D_nm,depth_nm,diameter_nm,particle_model,channel_cross_section_model,sidewall_angle_convention,sidewall_deg_comsol,sidewall_taper_angle_deg_nodi,W_bottom_unclipped_nm,W_bottom_runtime_clipped_nm,closure_status,n_events_requested,random_seed,reference_model,reference_spatial_mode,flow_profile_model,diffusion_hindrance_model,readout_preset,execution_status,n_events_observed,synthetic_counting_context_rate,stable_counting_context_rate,mean_peak_height,mean_local_snr,selected_annulus_source,selected_annulus_edge_norm_min,selected_annulus_edge_norm_max,selected_annulus_n_events,selected_annulus_fraction,selected_annulus_mean_edge_norm,selected_annulus_counting_context_rate,reference_geometry_propagation_status,reference_geometry_claim_level,geometry_not_propagated_to_reference_field,reference_uses_rectangular_width_depth_surrogate,not_optical_solver_output,optical_solver_trigger_is_result,not_event_run_probability_claim
sidewall_candidate_envelope_higher_event_sweep_v1,ENV-404_W500_D1200-to-404_W607_D1200-P40-N8-TH85,run higher-event sparse NODI context for sidewall-aware candidate envelope dimensions across PRS-approved particle diameters,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_envelope_higher_event_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,"[""598_NODI_SIDEWALL_CANDIDATE_DIMENSION_RECOMMENDATION_SYNTHESIS_20260702"", ""595_NODI_SIDEWALL_PRIMARY85_FULL_BOUNDED_EVENT_EXPANSION_20260702"", ""run_single_case_batch""]",ENV-404_W500_D1200-to-404_W607_D1200-P40-N8-TH85,404/W500/D1200,join_key_only_not_selection,404/W607/D1200,candidate_envelope_context_not_selection,404,500,607,607,candidate_envelope_runtime_top_aperture_surrogate,107,1200,1200,40,gold_baseline_material_model,trapezoid_tapered_sidewalls,comsol_from_horizontal,85.0,5.0,397.02720753778243,397.02720753778243,open,8,59940,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_bounded_nodi_shard,8,0.375,0.375,0.23265450257766207,227.6922431911374,initial_position_edge_norm_annulus_diagnostic_v1,0.5,0.8,3,0.375,0.7259897990932184,0.0,trapezoid_geometry_propagated_to_effective_aperture_reference_surrogate,sidewall_geometry_propagated_to_effective_aperture_surrogate_not_optical_solver,False,False,True,False,True
sidewall_candidate_envelope_higher_event_sweep_v1,ENV-404_W500_D1200-to-404_W607_D1200-P60-N8-TH85,run higher-event sparse NODI context for sidewall-aware candidate envelope dimensions across PRS-approved particle diameters,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_envelope_higher_event_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,"[""598_NODI_SIDEWALL_CANDIDATE_DIMENSION_RECOMMENDATION_SYNTHESIS_20260702"", ""595_NODI_SIDEWALL_PRIMARY85_FULL_BOUNDED_EVENT_EXPANSION_20260702"", ""run_single_case_batch""]",ENV-404_W500_D1200-to-404_W607_D1200-P60-N8-TH85,404/W500/D1200,join_key_only_not_selection,404/W607/D1200,candidate_envelope_context_not_selection,404,500,607,607,candidate_envelope_runtime_top_aperture_surrogate,107,1200,1200,60,gold_baseline_material_model,trapezoid_tapered_sidewalls,comsol_from_horizontal,85.0,5.0,397.02720753778243,397.02720753778243,open,8,59960,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_bounded_nodi_shard,8,1.0,1.0,1.457151034843997,2027.7410418112763,initial_position_edge_norm_annulus_diagnostic_v1,0.5,0.8,3,0.375,0.6923056896618576,1.0,trapezoid_geometry_propagated_to_effective_aperture_reference_surrogate,sidewall_geometry_propagated_to_effective_aperture_surrogate_not_optical_solver,False,False,True,False,True
sidewall_candidate_envelope_higher_event_sweep_v1,ENV-404_W500_D1200-to-404_W607_D1200-P100-N8-TH85,run higher-event sparse NODI context for sidewall-aware candidate envelope dimensions across PRS-approved particle diameters,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_envelope_higher_event_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,"[""598_NODI_SIDEWALL_CANDIDATE_DIMENSION_RECOMMENDATION_SYNTHESIS_20260702"", ""595_NODI_SIDEWALL_PRIMARY85_FULL_BOUNDED_EVENT_EXPANSION_20260702"", ""run_single_case_batch""]",ENV-404_W500_D1200-to-404_W607_D1200-P100-N8-TH85,404/W500/D1200,join_key_only_not_selection,404/W607/D1200,candidate_envelope_context_not_selection,404,500,607,607,candidate_envelope_runtime_top_aperture_surrogate,107,1200,1200,100,gold_baseline_material_model,trapezoid_tapered_sidewalls,comsol_from_horizontal,85.0,5.0,397.02720753778243,397.02720753778243,open,8,60000,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_bounded_nodi_shard,8,1.0,1.0,14.91297568213026,25596.28865936331,initial_position_edge_norm_annulus_diagnostic_v1,0.5,0.8,3,0.375,0.7036181343911704,1.0,trapezoid_geometry_propagated_to_effective_aperture_reference_surrogate,sidewall_geometry_propagated_to_effective_aperture_surrogate_not_optical_solver,False,False,True,False,True
sidewall_candidate_envelope_higher_event_sweep_v1,ENV-404_W500_D1200-to-404_W607_D1200-P150-N8-TH85,run higher-event sparse NODI context for sidewall-aware candidate envelope dimensions across PRS-approved particle diameters,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_envelope_higher_event_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,"[""598_NODI_SIDEWALL_CANDIDATE_DIMENSION_RECOMMENDATION_SYNTHESIS_20260702"", ""595_NODI_SIDEWALL_PRIMARY85_FULL_BOUNDED_EVENT_EXPANSION_20260702"", ""run_single_case_batch""]",ENV-404_W500_D1200-to-404_W607_D1200-P150-N8-TH85,404/W500/D1200,join_key_only_not_selection,404/W607/D1200,candidate_envelope_context_not_selection,404,500,607,607,candidate_envelope_runtime_top_aperture_surrogate,107,1200,1200,150,gold_baseline_material_model,trapezoid_tapered_sidewalls,comsol_from_horizontal,85.0,5.0,397.02720753778243,397.02720753778243,open,8,60050,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_bounded_nodi_shard,8,1.0,1.0,76.78434788648181,170287.51503354852,initial_position_edge_norm_annulus_diagnostic_v1,0.5,0.8,2,0.25,0.6920513559589372,1.0,trapezoid_geometry_propagated_to_effective_aperture_reference_surrogate,sidewall_geometry_propagated_to_effective_aperture_surrogate_not_optical_solver,False,False,True,False,True
sidewall_candidate_envelope_higher_event_sweep_v1,ENV-404_W500_D1200-to-404_W607_D1200-P220-N8-TH85,run higher-event sparse NODI context for sidewall-aware candidate envelope dimensions across PRS-approved particle diameters,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_envelope_higher_event_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,"[""598_NODI_SIDEWALL_CANDIDATE_DIMENSION_RECOMMENDATION_SYNTHESIS_20260702"", ""595_NODI_SIDEWALL_PRIMARY85_FULL_BOUNDED_EVENT_EXPANSION_20260702"", ""run_single_case_batch""]",ENV-404_W500_D1200-to-404_W607_D1200-P220-N8-TH85,404/W500/D1200,join_key_only_not_selection,404/W607/D1200,candidate_envelope_context_not_selection,404,500,607,607,candidate_envelope_runtime_top_aperture_surrogate,107,1200,1200,220,gold_baseline_material_model,trapezoid_tapered_sidewalls,comsol_from_horizontal,85.0,5.0,397.02720753778243,397.02720753778243,open,8,60120,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_bounded_nodi_shard,8,1.0,1.0,321.90157297579987,614588.0816952816,initial_position_edge_norm_annulus_diagnostic_v1,0.5,0.8,2,0.25,0.6778089215710936,1.0,trapezoid_geometry_propagated_to_effective_aperture_reference_surrogate,sidewall_geometry_propagated_to_effective_aperture_surrogate_not_optical_solver,False,False,True,False,True
sidewall_candidate_envelope_higher_event_sweep_v1,ENV-404_W500_D1200-to-404_W607_D1200-P230-N8-TH85,run higher-event sparse NODI context for sidewall-aware candidate envelope dimensions across PRS-approved particle diameters,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_envelope_higher_event_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,"[""598_NODI_SIDEWALL_CANDIDATE_DIMENSION_RECOMMENDATION_SYNTHESIS_20260702"", ""595_NODI_SIDEWALL_PRIMARY85_FULL_BOUNDED_EVENT_EXPANSION_20260702"", ""run_single_case_batch""]",ENV-404_W500_D1200-to-404_W607_D1200-P230-N8-TH85,404/W500/D1200,join_key_only_not_selection,404/W607/D1200,candidate_envelope_context_not_selection,404,500,607,607,candidate_envelope_runtime_top_aperture_surrogate,107,1200,1200,230,gold_baseline_material_model,trapezoid_tapered_sidewalls,comsol_from_horizontal,85.0,5.0,397.02720753778243,397.02720753778243,open,8,60130,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_bounded_nodi_shard,8,1.0,1.0,380.8338033240741,779553.9876183469,initial_position_edge_norm_annulus_diagnostic_v1,0.5,0.8,2,0.25,0.6968452957712818,1.0,trapezoid_geometry_propagated_to_effective_aperture_reference_surrogate,sidewall_geometry_propagated_to_effective_aperture_surrogate_not_optical_solver,False,False,True,False,True
sidewall_candidate_envelope_higher_event_sweep_v1,ENV-404_W500_D1200-to-404_W607_D1200-P240-N8-TH85,run higher-event sparse NODI context for sidewall-aware candidate envelope dimensions across PRS-approved particle diameters,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_envelope_higher_event_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,"[""598_NODI_SIDEWALL_CANDIDATE_DIMENSION_RECOMMENDATION_SYNTHESIS_20260702"", ""595_NODI_SIDEWALL_PRIMARY85_FULL_BOUNDED_EVENT_EXPANSION_20260702"", ""run_single_case_batch""]",ENV-404_W500_D1200-to-404_W607_D1200-P240-N8-TH85,404/W500/D1200,join_key_only_not_selection,404/W607/D1200,candidate_envelope_context_not_selection,404,500,607,607,candidate_envelope_runtime_top_aperture_surrogate,107,1200,1200,240,gold_baseline_material_model,trapezoid_tapered_sidewalls,comsol_from_horizontal,85.0,5.0,397.02720753778243,397.02720753778243,open,8,60140,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_bounded_nodi_shard,8,1.0,1.0,440.7232776767892,786860.0880432308,initial_position_edge_norm_annulus_diagnostic_v1,0.5,0.8,3,0.375,0.7395112747466501,1.0,trapezoid_geometry_propagated_to_effective_aperture_reference_surrogate,sidewall_geometry_propagated_to_effective_aperture_surrogate_not_optical_solver,False,False,True,False,True
sidewall_candidate_envelope_higher_event_sweep_v1,ENV-404_W500_D1200-to-404_W607_D1200-P250-N8-TH85,run higher-event sparse NODI context for sidewall-aware candidate envelope dimensions across PRS-approved particle diameters,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_envelope_higher_event_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,"[""598_NODI_SIDEWALL_CANDIDATE_DIMENSION_RECOMMENDATION_SYNTHESIS_20260702"", ""595_NODI_SIDEWALL_PRIMARY85_FULL_BOUNDED_EVENT_EXPANSION_20260702"", ""run_single_case_batch""]",ENV-404_W500_D1200-to-404_W607_D1200-P250-N8-TH85,404/W500/D1200,join_key_only_not_selection,404/W607/D1200,candidate_envelope_context_not_selection,404,500,607,607,candidate_envelope_runtime_top_aperture_surrogate,107,1200,1200,250,gold_baseline_material_model,trapezoid_tapered_sidewalls,comsol_from_horizontal,85.0,5.0,397.02720753778243,397.02720753778243,open,8,60150,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_bounded_nodi_shard,8,1.0,1.0,509.61318271155494,832384.9127758923,initial_position_edge_norm_annulus_diagnostic_v1,0.5,0.8,6,0.75,0.595549630204533,1.0,trapezoid_geometry_propagated_to_effective_aperture_reference_surrogate,sidewall_geometry_propagated_to_effective_aperture_surrogate_not_optical_solver,False,False,True,False,True
sidewall_candidate_envelope_higher_event_sweep_v1,ENV-404_W500_D1200-to-404_W607_D1200-P260-N8-TH85,run higher-event sparse NODI context for sidewall-aware candidate envelope dimensions across PRS-approved particle diameters,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_envelope_higher_event_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,"[""598_NODI_SIDEWALL_CANDIDATE_DIMENSION_RECOMMENDATION_SYNTHESIS_20260702"", ""595_NODI_SIDEWALL_PRIMARY85_FULL_BOUNDED_EVENT_EXPANSION_20260702"", ""run_single_case_batch""]",ENV-404_W500_D1200-to-404_W607_D1200-P260-N8-TH85,404/W500/D1200,join_key_only_not_selection,404/W607/D1200,candidate_envelope_context_not_selection,404,500,607,607,candidate_envelope_runtime_top_aperture_surrogate,107,1200,1200,260,gold_baseline_material_model,trapezoid_tapered_sidewalls,comsol_from_horizontal,85.0,5.0,397.02720753778243,397.02720753778243,open,8,60160,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_bounded_nodi_shard,8,1.0,1.0,585.9653364186466,1177211.3070107426,initial_position_edge_norm_annulus_diagnostic_v1,0.5,0.8,5,0.625,0.6910850838456216,1.0,trapezoid_geometry_propagated_to_effective_aperture_reference_surrogate,sidewall_geometry_propagated_to_effective_aperture_surrogate_not_optical_solver,False,False,True,False,True
sidewall_candidate_envelope_higher_event_sweep_v1,ENV-404_W500_D1200-to-404_W607_D1200-P270-N8-TH85,run higher-event sparse NODI context for sidewall-aware candidate envelope dimensions across PRS-approved particle diameters,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_envelope_higher_event_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,"[""598_NODI_SIDEWALL_CANDIDATE_DIMENSION_RECOMMENDATION_SYNTHESIS_20260702"", ""595_NODI_SIDEWALL_PRIMARY85_FULL_BOUNDED_EVENT_EXPANSION_20260702"", ""run_single_case_batch""]",ENV-404_W500_D1200-to-404_W607_D1200-P270-N8-TH85,404/W500/D1200,join_key_only_not_selection,404/W607/D1200,candidate_envelope_context_not_selection,404,500,607,607,candidate_envelope_runtime_top_aperture_surrogate,107,1200,1200,270,gold_baseline_material_model,trapezoid_tapered_sidewalls,comsol_from_horizontal,85.0,5.0,397.02720753778243,397.02720753778243,open,8,60170,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_bounded_nodi_shard,8,1.0,1.0,660.5086518309516,1234769.9056600968,initial_position_edge_norm_annulus_diagnostic_v1,0.5,0.8,0,0.0,,,trapezoid_geometry_propagated_to_effective_aperture_reference_surrogate,sidewall_geometry_propagated_to_effective_aperture_surrogate_not_optical_solver,False,False,True,False,True
