followup_version,row_id,allowed_use,blocked_use,not_detection_probability,not_yield,not_selection_metric_claim,not_winner,not_qch_weighted,not_true_W_eff,not_production_recommendation,claim_boundary,comsol_v4_assumption_set_id,comsol_v4_assumption_set_version,comsol_v4_assumption_set_sha256,source_artifacts_json,shard_case_id,source_route_id_nodi,source_route_id_role,route_id_nodi,route_id_nodi_role,lambda_nm,source_W_nominal_nm,W_nominal_nm,W_top_nm,W_top_semantics,candidate_width_rounding_policy,candidate_top_width_delta_nm,D_nm,depth_nm,diameter_nm,source_dimension_context_band,source_dimension_update_action_594,source_W_top_compensated_proxy_nm,source_mean_peak_height_delta_85_vs_90,source_selected_annulus_fraction_delta_85_vs_90,particle_model,channel_cross_section_model,sidewall_angle_convention,sidewall_deg_comsol,sidewall_taper_angle_deg_nodi,W_bottom_unclipped_nm,W_bottom_runtime_clipped_nm,closure_status,n_events_requested,random_seed,reference_model,reference_spatial_mode,flow_profile_model,diffusion_hindrance_model,readout_preset,execution_status,n_events_observed,synthetic_counting_context_rate,stable_counting_context_rate,mean_peak_height,mean_local_snr,selected_annulus_source,selected_annulus_edge_norm_min,selected_annulus_edge_norm_max,selected_annulus_n_events,selected_annulus_fraction,selected_annulus_mean_edge_norm,selected_annulus_counting_context_rate,reference_geometry_propagation_status,reference_geometry_claim_level,geometry_not_propagated_to_reference_field,reference_uses_rectangular_width_depth_surrogate,not_optical_solver_output,optical_solver_trigger_is_result,not_event_run_probability_claim
sidewall_compensated_width_followup_bounded_events_v1,CW-404_W500_D1200-P40-W500_to_W606-TH85,run sparse NODI bounded-event context for compensated 85deg top-width candidates derived from sidewall dimension update rows,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,sidewall_compensated_width_followup_context_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,"[""596_NODI_SIDEWALL_FULL_EVENT_INTEGRATED_UPDATE_PACKET_20260702"", ""595_NODI_SIDEWALL_PRIMARY85_FULL_BOUNDED_EVENT_EXPANSION_20260702"", ""run_single_case_batch""]",CW-404_W500_D1200-P40-W500_to_W606-TH85,404/W500/D1200,join_key_only_not_selection,404/W606/D1200,candidate_dimension_context_not_selection,404,500,606,606,compensated_runtime_top_aperture_surrogate,ceil_W_top_compensated_proxy_nm_to_integer_nm,106,1200,1200,40,dimension_update_required_context,block_or_respecify_width_depth,605.1391897328426,0.18621172258629573,0.0,gold_baseline_material_model,trapezoid_tapered_sidewalls,comsol_from_horizontal,85.0,5.0,396.0272075377823,396.0272075377823,open,2,59757,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_bounded_nodi_shard,2,0.5,0.5,0.1468250861784758,171.29622681750396,initial_position_edge_norm_annulus_diagnostic_v1,0.5,0.8,1,0.5,0.7886337332241287,1.0,trapezoid_geometry_propagated_to_effective_aperture_reference_surrogate,sidewall_geometry_propagated_to_effective_aperture_surrogate_not_optical_solver,False,False,True,False,True
sidewall_compensated_width_followup_bounded_events_v1,CW-404_W500_D1200-P60-W500_to_W606-TH85,run sparse NODI bounded-event context for compensated 85deg top-width candidates derived from sidewall dimension update rows,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,sidewall_compensated_width_followup_context_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,"[""596_NODI_SIDEWALL_FULL_EVENT_INTEGRATED_UPDATE_PACKET_20260702"", ""595_NODI_SIDEWALL_PRIMARY85_FULL_BOUNDED_EVENT_EXPANSION_20260702"", ""run_single_case_batch""]",CW-404_W500_D1200-P60-W500_to_W606-TH85,404/W500/D1200,join_key_only_not_selection,404/W606/D1200,candidate_dimension_context_not_selection,404,500,606,606,compensated_runtime_top_aperture_surrogate,ceil_W_top_compensated_proxy_nm_to_integer_nm,106,1200,1200,60,dimension_update_required_context,block_or_respecify_width_depth,605.2155864837096,-0.46432426960323814,-0.5,gold_baseline_material_model,trapezoid_tapered_sidewalls,comsol_from_horizontal,85.0,5.0,396.0272075377823,396.0272075377823,open,2,59794,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_bounded_nodi_shard,2,1.0,1.0,1.3016057132406242,2071.444685892995,initial_position_edge_norm_annulus_diagnostic_v1,0.5,0.8,1,0.5,0.5073360516339537,1.0,trapezoid_geometry_propagated_to_effective_aperture_reference_surrogate,sidewall_geometry_propagated_to_effective_aperture_surrogate_not_optical_solver,False,False,True,False,True
sidewall_compensated_width_followup_bounded_events_v1,CW-404_W500_D1200-P100-W500_to_W606-TH85,run sparse NODI bounded-event context for compensated 85deg top-width candidates derived from sidewall dimension update rows,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,sidewall_compensated_width_followup_context_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,"[""596_NODI_SIDEWALL_FULL_EVENT_INTEGRATED_UPDATE_PACKET_20260702"", ""595_NODI_SIDEWALL_PRIMARY85_FULL_BOUNDED_EVENT_EXPANSION_20260702"", ""run_single_case_batch""]",CW-404_W500_D1200-P100-W500_to_W606-TH85,404/W500/D1200,join_key_only_not_selection,404/W606/D1200,candidate_dimension_context_not_selection,404,500,606,606,compensated_runtime_top_aperture_surrogate,ceil_W_top_compensated_proxy_nm_to_integer_nm,106,1200,1200,100,dimension_update_required_context,block_or_respecify_width_depth,605.3683799854434,-0.668261926503039,0.0,gold_baseline_material_model,trapezoid_tapered_sidewalls,comsol_from_horizontal,85.0,5.0,396.0272075377823,396.0272075377823,open,2,59851,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_bounded_nodi_shard,2,1.0,1.0,15.587156615497882,29046.29838185408,initial_position_edge_norm_annulus_diagnostic_v1,0.5,0.8,2,1.0,0.603575645614236,1.0,trapezoid_geometry_propagated_to_effective_aperture_reference_surrogate,sidewall_geometry_propagated_to_effective_aperture_surrogate_not_optical_solver,False,False,True,False,True
sidewall_compensated_width_followup_bounded_events_v1,CW-404_W500_D1200-P150-W500_to_W606-TH85,run sparse NODI bounded-event context for compensated 85deg top-width candidates derived from sidewall dimension update rows,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,sidewall_compensated_width_followup_context_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,"[""596_NODI_SIDEWALL_FULL_EVENT_INTEGRATED_UPDATE_PACKET_20260702"", ""595_NODI_SIDEWALL_PRIMARY85_FULL_BOUNDED_EVENT_EXPANSION_20260702"", ""run_single_case_batch""]",CW-404_W500_D1200-P150-W500_to_W606-TH85,404/W500/D1200,join_key_only_not_selection,404/W606/D1200,candidate_dimension_context_not_selection,404,500,606,606,compensated_runtime_top_aperture_surrogate,ceil_W_top_compensated_proxy_nm_to_integer_nm,106,1200,1200,150,dimension_update_required_context,block_or_respecify_width_depth,605.5593718626108,2.145604426806017,0.5,gold_baseline_material_model,trapezoid_tapered_sidewalls,comsol_from_horizontal,85.0,5.0,396.0272075377823,396.0272075377823,open,2,59918,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_bounded_nodi_shard,2,1.0,1.0,79.31938581926778,129950.18176630478,initial_position_edge_norm_annulus_diagnostic_v1,0.5,0.8,1,0.5,0.6282193495084688,1.0,trapezoid_geometry_propagated_to_effective_aperture_reference_surrogate,sidewall_geometry_propagated_to_effective_aperture_surrogate_not_optical_solver,False,False,True,False,True
sidewall_compensated_width_followup_bounded_events_v1,CW-404_W500_D1200-P220-W500_to_W606-TH85,run sparse NODI bounded-event context for compensated 85deg top-width candidates derived from sidewall dimension update rows,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,sidewall_compensated_width_followup_context_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,"[""596_NODI_SIDEWALL_FULL_EVENT_INTEGRATED_UPDATE_PACKET_20260702"", ""595_NODI_SIDEWALL_PRIMARY85_FULL_BOUNDED_EVENT_EXPANSION_20260702"", ""run_single_case_batch""]",CW-404_W500_D1200-P220-W500_to_W606-TH85,404/W500/D1200,join_key_only_not_selection,404/W606/D1200,candidate_dimension_context_not_selection,404,500,606,606,compensated_runtime_top_aperture_surrogate,ceil_W_top_compensated_proxy_nm_to_integer_nm,106,1200,1200,220,dimension_update_required_context,widen_or_shallow_for_particle_support,605.8267604906453,3.5176584920384926,0.0,gold_baseline_material_model,trapezoid_tapered_sidewalls,comsol_from_horizontal,85.0,5.0,396.0272075377823,396.0272075377823,open,2,60005,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_bounded_nodi_shard,2,1.0,1.0,317.7027226538701,499989.04096855735,initial_position_edge_norm_annulus_diagnostic_v1,0.5,0.8,0,0.0,,,trapezoid_geometry_propagated_to_effective_aperture_reference_surrogate,sidewall_geometry_propagated_to_effective_aperture_surrogate_not_optical_solver,False,False,True,False,True
sidewall_compensated_width_followup_bounded_events_v1,CW-404_W500_D1200-P230-W500_to_W606-TH85,run sparse NODI bounded-event context for compensated 85deg top-width candidates derived from sidewall dimension update rows,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,sidewall_compensated_width_followup_context_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,"[""596_NODI_SIDEWALL_FULL_EVENT_INTEGRATED_UPDATE_PACKET_20260702"", ""595_NODI_SIDEWALL_PRIMARY85_FULL_BOUNDED_EVENT_EXPANSION_20260702"", ""run_single_case_batch""]",CW-404_W500_D1200-P230-W500_to_W606-TH85,404/W500/D1200,join_key_only_not_selection,404/W606/D1200,candidate_dimension_context_not_selection,404,500,606,606,compensated_runtime_top_aperture_surrogate,ceil_W_top_compensated_proxy_nm_to_integer_nm,106,1200,1200,230,dimension_update_required_context,widen_or_shallow_for_particle_support,605.8649588660786,1.5922665826815319,0.0,gold_baseline_material_model,trapezoid_tapered_sidewalls,comsol_from_horizontal,85.0,5.0,396.0272075377823,396.0272075377823,open,2,60032,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_bounded_nodi_shard,2,1.0,1.0,379.52288659738304,889014.6012981457,initial_position_edge_norm_annulus_diagnostic_v1,0.5,0.8,1,0.5,0.6569943547848336,1.0,trapezoid_geometry_propagated_to_effective_aperture_reference_surrogate,sidewall_geometry_propagated_to_effective_aperture_surrogate_not_optical_solver,False,False,True,False,True
sidewall_compensated_width_followup_bounded_events_v1,CW-404_W500_D1200-P240-W500_to_W606-TH85,run sparse NODI bounded-event context for compensated 85deg top-width candidates derived from sidewall dimension update rows,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,sidewall_compensated_width_followup_context_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,"[""596_NODI_SIDEWALL_FULL_EVENT_INTEGRATED_UPDATE_PACKET_20260702"", ""595_NODI_SIDEWALL_PRIMARY85_FULL_BOUNDED_EVENT_EXPANSION_20260702"", ""run_single_case_batch""]",CW-404_W500_D1200-P240-W500_to_W606-TH85,404/W500/D1200,join_key_only_not_selection,404/W606/D1200,candidate_dimension_context_not_selection,404,500,606,606,compensated_runtime_top_aperture_surrogate,ceil_W_top_compensated_proxy_nm_to_integer_nm,106,1200,1200,240,dimension_update_required_context,widen_or_shallow_for_particle_support,605.9031572415121,-1.6254154691943086,-0.5,gold_baseline_material_model,trapezoid_tapered_sidewalls,comsol_from_horizontal,85.0,5.0,396.0272075377823,396.0272075377823,open,2,60059,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_bounded_nodi_shard,2,1.0,1.0,445.3645482020278,1040163.2091256102,initial_position_edge_norm_annulus_diagnostic_v1,0.5,0.8,0,0.0,,,trapezoid_geometry_propagated_to_effective_aperture_reference_surrogate,sidewall_geometry_propagated_to_effective_aperture_surrogate_not_optical_solver,False,False,True,False,True
sidewall_compensated_width_followup_bounded_events_v1,CW-404_W500_D1200-P250-W500_to_W606-TH85,run sparse NODI bounded-event context for compensated 85deg top-width candidates derived from sidewall dimension update rows,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,sidewall_compensated_width_followup_context_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,"[""596_NODI_SIDEWALL_FULL_EVENT_INTEGRATED_UPDATE_PACKET_20260702"", ""595_NODI_SIDEWALL_PRIMARY85_FULL_BOUNDED_EVENT_EXPANSION_20260702"", ""run_single_case_batch""]",CW-404_W500_D1200-P250-W500_to_W606-TH85,404/W500/D1200,join_key_only_not_selection,404/W606/D1200,candidate_dimension_context_not_selection,404,500,606,606,compensated_runtime_top_aperture_surrogate,ceil_W_top_compensated_proxy_nm_to_integer_nm,106,1200,1200,250,dimension_update_required_context,widen_or_shallow_for_particle_support,605.9413556169457,0.9058216872183493,-0.5,gold_baseline_material_model,trapezoid_tapered_sidewalls,comsol_from_horizontal,85.0,5.0,396.0272075377823,396.0272075377823,open,2,60086,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_bounded_nodi_shard,2,1.0,1.0,509.1158556906426,895290.5087130442,initial_position_edge_norm_annulus_diagnostic_v1,0.5,0.8,1,0.5,0.5211697777659283,1.0,trapezoid_geometry_propagated_to_effective_aperture_reference_surrogate,sidewall_geometry_propagated_to_effective_aperture_surrogate_not_optical_solver,False,False,True,False,True
sidewall_compensated_width_followup_bounded_events_v1,CW-404_W500_D1200-P260-W500_to_W606-TH85,run sparse NODI bounded-event context for compensated 85deg top-width candidates derived from sidewall dimension update rows,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,sidewall_compensated_width_followup_context_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,"[""596_NODI_SIDEWALL_FULL_EVENT_INTEGRATED_UPDATE_PACKET_20260702"", ""595_NODI_SIDEWALL_PRIMARY85_FULL_BOUNDED_EVENT_EXPANSION_20260702"", ""run_single_case_batch""]",CW-404_W500_D1200-P260-W500_to_W606-TH85,404/W500/D1200,join_key_only_not_selection,404/W606/D1200,candidate_dimension_context_not_selection,404,500,606,606,compensated_runtime_top_aperture_surrogate,ceil_W_top_compensated_proxy_nm_to_integer_nm,106,1200,1200,260,dimension_update_required_context,widen_or_shallow_for_particle_support,605.979553992379,-9.070290203282866,-0.5,gold_baseline_material_model,trapezoid_tapered_sidewalls,comsol_from_horizontal,85.0,5.0,396.0272075377823,396.0272075377823,open,2,60113,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_bounded_nodi_shard,2,1.0,1.0,587.2351364668103,1701086.9457163024,initial_position_edge_norm_annulus_diagnostic_v1,0.5,0.8,1,0.5,0.6897595776494513,1.0,trapezoid_geometry_propagated_to_effective_aperture_reference_surrogate,sidewall_geometry_propagated_to_effective_aperture_surrogate_not_optical_solver,False,False,True,False,True
sidewall_compensated_width_followup_bounded_events_v1,CW-404_W500_D1200-P270-W500_to_W607-TH85,run sparse NODI bounded-event context for compensated 85deg top-width candidates derived from sidewall dimension update rows,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,sidewall_compensated_width_followup_context_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,"[""596_NODI_SIDEWALL_FULL_EVENT_INTEGRATED_UPDATE_PACKET_20260702"", ""595_NODI_SIDEWALL_PRIMARY85_FULL_BOUNDED_EVENT_EXPANSION_20260702"", ""run_single_case_batch""]",CW-404_W500_D1200-P270-W500_to_W607-TH85,404/W500/D1200,join_key_only_not_selection,404/W607/D1200,candidate_dimension_context_not_selection,404,500,607,607,compensated_runtime_top_aperture_surrogate,ceil_W_top_compensated_proxy_nm_to_integer_nm,107,1200,1200,270,geometry_respecification_context,widen_or_shallow_for_particle_support,606.0177523678126,8.580634596907203,0.0,gold_baseline_material_model,trapezoid_tapered_sidewalls,comsol_from_horizontal,85.0,5.0,397.02720753778243,397.02720753778243,open,2,60140,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_bounded_nodi_shard,2,1.0,1.0,662.9333849951286,1005142.2343210777,initial_position_edge_norm_annulus_diagnostic_v1,0.5,0.8,1,0.5,0.7744894828668376,1.0,trapezoid_geometry_propagated_to_effective_aperture_reference_surrogate,sidewall_geometry_propagated_to_effective_aperture_surrogate_not_optical_solver,False,False,True,False,True
